time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-07-01T05:39:58.360Z,33.5167,131.754,78.97,4.8,mb,,54,0.832,1.27,us,us10005z0q,2016-07-01T05:58:19.674Z,"5km SSE of Kunisaki-shi, Japan",earthquake,6.1,6.5,0.04,191,reviewed,us,us
2016-07-01T05:33:24.450Z,-12.6367,-77.0346,46.63,3.9,mb,,178,0.672,1.43,us,us10005zi6,2016-07-02T20:45:50.459Z,"34km WSW of Chilca, Peru",earthquake,7.5,17.3,0.511,1,reviewed,us,us
2016-07-01T04:19:52.100Z,39.4623,73.3029,40.37,4.2,mb,,88,1.16,0.72,us,us10005z05,2016-07-01T04:50:09.165Z,"29km S of Sary-Tash, Kyrgyzstan",earthquake,7.4,11.3,0.125,18,reviewed,us,us
2016-07-01T03:52:27.000Z,51.6375,176.1751,48.4,2.9,ml,,,,0.71,ak,ak13733896,2016-07-04T02:32:38.461Z,"81km SSE of Buldir Island, Alaska",earthquake,3.7,13.1,,,reviewed,ak,ak
2016-07-01T01:53:29.790Z,18.8564,145.4774,219.03,4.5,mb,,81,3.607,1,us,us10005yzm,2016-07-01T02:12:48.654Z,"22km WNW of Agrihan, Northern Mariana Islands",earthquake,9.6,8.1,0.068,63,reviewed,us,us
2016-07-01T01:08:48.000Z,60.8081,-147.145,13.1,3.6,ml,,,,0.68,ak,ak13733803,2016-07-04T02:29:19.061Z,"56km SW of Valdez, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-07-01T00:47:13.100Z,18.5585,-66.1352,103,2.6,Md,5,244.8,0.3880722,0.27,pr,pr16183000,2016-07-01T03:53:27.854Z,"10km NNW of San Juan, Puerto Rico",earthquake,4.5,1.8,0,5,reviewed,pr,pr
2016-07-01T00:30:18.950Z,-18.9465,-174.6115,138.29,4.5,mb,,52,4.433,0.84,us,us10005yza,2016-07-01T01:42:52.844Z,"73km WSW of Neiafu, Tonga",earthquake,10.2,7,0.041,172,reviewed,us,us
2016-07-01T00:13:26.000Z,68.1305,-136.3763,23.9,2.7,ml,,,,0.54,ak,ak13736724,2016-07-04T02:31:37.204Z,"99km NW of Fort McPherson, Canada",earthquake,3.8,3.1,,,reviewed,ak,ak
2016-06-30T23:35:00.100Z,17.9638,-68.578,65,3.8,Md,18,194.4,1.11840253,0.56,pr,pr16182026,2016-07-01T00:15:01.468Z,"45km S of Boca de Yuma, Dominican Republic",earthquake,2.7,7.1,0,15,reviewed,pr,pr
2016-06-30T23:05:00.000Z,36.7021,137.9673,15.84,4.5,mb,,46,0.246,0.55,us,us10005yyt,2016-06-30T23:30:53.938Z,"19km WNW of Nagano-shi, Japan",earthquake,4.6,4.4,0.055,96,reviewed,us,us
2016-06-30T22:25:04.030Z,36.4532,-98.6999,6.57,3.8,mb_lg,,64,0.036,0.68,us,us10005yy6,2016-07-01T00:26:16.329Z,"28km NW of Fairview, Oklahoma",earthquake,1.7,3.8,0.049,107,reviewed,us,us
2016-06-30T20:50:39.130Z,30.0565,70.3179,24.63,4.6,mb,,134,4.599,0.91,us,us10005ywq,2016-07-05T22:02:21.203Z,"30km W of Dera Ghazi Khan, Pakistan",earthquake,10.7,6.3,0.06,82,reviewed,us,us
2016-06-30T20:48:32.000Z,63.1219,-149.3512,75.9,2.7,ml,,,,0.66,ak,ak13733680,2016-06-30T21:15:19.494Z,"36km SW of Cantwell, Alaska",earthquake,0.2,0.5,,,automatic,ak,ak
2016-06-30T18:23:06.690Z,-3.8095,-102.84,10,4.9,mb,,156,21.652,1.22,us,us10005yu6,2016-07-05T20:15:26.479Z,"Central East Pacific Rise",earthquake,7.5,1.9,0.032,302,reviewed,us,us
2016-06-30T17:08:57.670Z,-4.8333,152.7377,57.59,4.6,mb,,87,0.857,0.84,us,us10005ysy,2016-07-05T15:51:06.420Z,"52km SW of Taron, Papua New Guinea",earthquake,8.1,6.8,0.056,96,reviewed,us,us
2016-06-30T17:07:28.000Z,56.7091,-153.4141,22.3,2.8,ml,,,,0.74,ak,ak13733364,2016-06-30T17:24:36.837Z,"98km SSE of Larsen Bay, Alaska",earthquake,1.6,0.4,,,automatic,ak,ak
2016-06-30T16:26:58.160Z,-5.5882,147.1365,196.24,4.5,mb,,65,3.528,1.09,us,us10005ysh,2016-06-30T17:30:20.734Z,"126km N of Lae, Papua New Guinea",earthquake,8.5,4.6,0.086,40,reviewed,us,us
2016-06-30T15:20:23.390Z,52.7463,155.7973,269.19,4.6,mb,,51,1.207,0.7,us,us10005yrg,2016-06-30T17:04:23.269Z,"147km NNW of Ozernovskiy, Russia",earthquake,9,5.2,0.026,437,reviewed,us,us
2016-06-30T15:09:08.000Z,53.8065,-166.0022,65.8,2.7,ml,,,,0.29,ak,ak13733276,2016-06-30T17:24:43.974Z,"35km ESE of Unalaska, Alaska",earthquake,4.3,1.2,,,reviewed,ak,ak
2016-06-30T12:20:19.470Z,-29.1198,61.1158,10,5.1,mb,,68,9.29,0.96,us,us10005ypj,2016-06-30T12:38:09.851Z,"Southwest Indian Ridge",earthquake,10.6,1.9,0.075,58,reviewed,us,us
2016-06-30T11:43:11.550Z,0.505,123.5726,256.87,5.2,mb,,57,1.732,1.22,us,us10005yp8,2016-06-30T11:59:52.772Z,"41km S of Pimpi, Indonesia",earthquake,4.4,6.5,0.057,99,reviewed,us,us
2016-06-30T11:30:34.870Z,-16.0928,167.4211,39.65,5.8,mb,,57,4.662,1.31,us,us10005yp3,2016-06-30T16:56:38.000Z,"2km N of Lakatoro, Vanuatu",earthquake,7.5,3.5,0.046,172,reviewed,us,us
2016-06-30T10:46:19.540Z,1.0093,121.7589,55.44,4.9,mb,,57,0.982,1.25,us,us10005ynr,2016-06-30T11:03:53.130Z,"16km ESE of Bunobogu, Indonesia",earthquake,6.1,6.6,0.062,81,reviewed,us,us
2016-06-30T10:34:23.120Z,10.8696,-86.3809,36.02,4.6,mb,,166,0.787,1.37,us,us10005yni,2016-06-30T11:12:32.590Z,"70km SW of San Juan del Sur, Nicaragua",earthquake,6.1,7.7,0.038,205,reviewed,us,us
2016-06-30T09:41:08.790Z,44.2073333,-110.7768333,0.24,2.94,ml,23,96,0.06669,0.23,uu,uu60154532,2016-06-30T15:03:55.751Z,"28km S of Old Faithful Geyser, Wyoming",earthquake,0.54,0.28,0.329,16,reviewed,uu,uu
2016-06-30T07:20:41.400Z,19.1023,-64.8441,28,3.4,Md,16,266.4,0.71416065,0.18,pr,pr16182024,2016-06-30T15:38:20.194Z,"79km NNW of Road Town, British Virgin Islands",earthquake,1.6,12.2,0,11,reviewed,pr,pr
2016-06-30T07:09:42.010Z,38.3395,72.9194,10,4.5,mb,,95,1.282,1.36,us,us10005yl7,2016-06-30T07:26:17.691Z,"92km SW of Karakul, Tajikistan",earthquake,3.6,1.9,0.101,29,reviewed,us,us
2016-06-30T06:35:51.000Z,60.6664,-151.6927,68.4,2.5,ml,,,,0.61,ak,ak13732897,2016-06-30T06:53:37.795Z,"22km W of Nikiski, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-06-30T05:26:01.100Z,19.0618,-64.8711,8,2.5,Md,4,298.8,0.70966907,0.02,pr,pr16182020,2016-06-30T08:10:14.084Z,"76km NNW of Road Town, British Virgin Islands",earthquake,0.9,1.6,0,3,reviewed,pr,pr
2016-06-30T05:01:39.500Z,19.1203,-64.7959,35,2.8,Md,9,284.4,0.71955054,0.17,pr,pr16182009,2016-06-30T05:15:14.665Z,"80km NNW of Road Town, British Virgin Islands",earthquake,3.2,12.5,0,6,reviewed,pr,pr
2016-06-30T04:46:07.000Z,18.2262,-67.1979,13,2.8,Md,18,140.4,0.1176793,0.25,pr,pr16182007,2016-06-30T05:01:04.172Z,"6km WNW of Mayaguez, Puerto Rico",earthquake,0.5,0.7,0,13,reviewed,pr,pr
2016-06-30T03:13:26.800Z,18.9731,-64.7687,70,2.9,Md,9,270,0.57043021,0.33,pr,pr16182003,2016-06-30T03:32:43.239Z,"63km NNW of Road Town, British Virgin Islands",earthquake,7.5,8,0,7,reviewed,pr,pr
2016-06-30T02:10:00.100Z,19.149,-64.8048,16,2.5,Md,5,306,0.80489049,0.11,pr,pr16182017,2016-06-30T05:59:23.685Z,"83km NNW of Road Town, British Virgin Islands",earthquake,4.5,9.1,0,4,reviewed,pr,pr
2016-06-30T01:35:44.400Z,19.0188,-64.7955,61,2.8,Md,5,291.6,0.62253249,0.1,pr,pr16182013,2016-06-30T05:36:20.406Z,"69km NNW of Road Town, British Virgin Islands",earthquake,5.3,6.9,0,4,reviewed,pr,pr
2016-06-30T01:14:37.000Z,19.0235,-64.7918,55,3.4,Md,19,266.4,0.62522744,0.25,pr,pr16182002,2016-06-30T01:50:21.646Z,"69km NNW of Road Town, British Virgin Islands",earthquake,2.9,5,0,16,reviewed,pr,pr
2016-06-30T00:58:41.000Z,59.9941,-151.5562,34.2,2.6,ml,,,,0.62,ak,ak13732846,2016-06-30T01:16:29.544Z,"28km NNE of Anchor Point, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-06-30T00:40:15.300Z,19.0904,-64.8308,38,3.2,Md,10,277.2,0.69978761,0.15,pr,pr16182001,2016-06-30T01:03:11.070Z,"77km NNW of Road Town, British Virgin Islands",earthquake,1.3,4.8,0,9,reviewed,pr,pr
2016-06-30T00:18:03.400Z,19.0715,-64.8561,8,2.9,Md,10,277.2,0.68990614,0.23,pr,pr16182000,2016-06-30T00:56:22.612Z,"76km NNW of Road Town, British Virgin Islands",earthquake,2.3,3.4,0,8,reviewed,pr,pr
2016-06-29T23:39:02.900Z,19.1084,-64.8515,32,2.9,Md,7,291.6,0.7231438,0.1,pr,pr16181007,2016-06-30T00:48:59.355Z,"80km NNW of Road Town, British Virgin Islands",earthquake,2.5,11,0,6,reviewed,pr,pr
2016-06-29T23:37:48.400Z,19.0879,-64.8795,11,4,Ml,21,262.8,0.71236402,0.28,pr,pr16181006,2016-06-30T00:35:56.388Z,"58km NNW of Road Town, British Virgin Islands",earthquake,2.7,3.7,0,0,reviewed,pr,pr
2016-06-29T23:13:58.000Z,65.5815,-162.6871,66.1,3.2,ml,,,,0.72,ak,ak13732774,2016-06-30T01:03:17.822Z,"146km S of Kotzebue, Alaska",earthquake,1.1,2,,,reviewed,ak,ak
2016-06-29T22:56:14.520Z,37.5122,57.504,10,4.7,mb,,58,0.64,1.09,us,us10005yhx,2016-06-29T23:30:20.933Z,"16km ENE of Bojnurd, Iran",earthquake,5.4,1.9,0.061,83,reviewed,us,us
2016-06-29T22:33:21.560Z,-33.6464,77.8741,10,4.8,mb,,71,4.148,0.52,us,us10005yht,2016-06-29T23:37:52.048Z,"Mid-Indian Ridge",earthquake,11.6,1.9,0.088,40,reviewed,us,us
2016-06-29T22:03:46.520Z,-11.1022,161.6873,10,4.9,mb,,61,2.38,0.8,us,us10005yhi,2016-06-29T22:33:35.716Z,"76km SSW of Kirakira, Solomon Islands",earthquake,8.9,1.8,0.056,101,reviewed,us,us
2016-06-29T18:50:00.000Z,51.8707,-173.5857,183.4,2.9,ml,,,,0.49,ak,ak13732636,2016-06-29T19:38:32.822Z,"55km SE of Atka, Alaska",earthquake,6.2,1.1,,,reviewed,ak,ak
2016-06-29T18:12:45.280Z,39.8826,143.8174,10,5,mb,,136,2.188,1.61,us,us2000680g,2016-06-29T18:27:01.901Z,"162km E of Miyako, Japan",earthquake,8.1,1.8,0.041,192,reviewed,us,us
2016-06-29T18:02:31.000Z,53.6549,-166.5875,81.4,2.8,ml,,,,0.31,ak,ak13732583,2016-06-29T18:40:10.744Z,"24km S of Unalaska, Alaska",earthquake,1.5,0.2,,,reviewed,ak,ak
2016-06-29T17:19:17.750Z,50.4338,-175.7209,10,5.1,mb,,82,1.675,0.76,us,us200067zz,2016-06-29T21:43:55.888Z,"173km SSE of Adak, Alaska",earthquake,7.5,1.8,0.024,559,reviewed,us,us
2016-06-29T16:19:41.080Z,12.9678,-90.9576,10,4.1,mb,,209,1.705,1.25,us,us10005zij,2016-07-02T22:42:42.748Z,"106km S of Puerto San Jose, Guatemala",earthquake,4.4,2,0.101,27,reviewed,us,us
2016-06-29T15:52:08.890Z,54.2202,163.3218,35,4.3,mb,,136,3.029,1.07,us,us200067zf,2016-06-29T21:23:35.114Z,"203km WSW of Nikol'skoye, Russia",earthquake,6.4,1.8,0.078,47,reviewed,us,us
2016-06-29T15:23:11.040Z,27.4594,126.5084,183.59,4.6,mb,,51,1.69,0.73,us,us200067z5,2016-06-29T18:41:32.838Z,"173km NW of Ishikawa, Japan",earthquake,8.2,6.9,0.04,186,reviewed,us,us
2016-06-29T15:15:39.100Z,34.9892,-97.797,4.072,2.8,ml,,152,,0.48,us,us200067yy,2016-06-29T22:05:31.043Z,"12km ENE of Ninnekah, Oklahoma",earthquake,2.7,7.8,,,reviewed,tul,tul
2016-06-29T15:10:11.850Z,41.1516667,-123.509,36.95,2.51,md,27,66,0.1338,0.24,nc,nc72656701,2016-06-30T03:15:04.118Z,"25km NNE of Willow Creek, California",earthquake,0.49,0.46,0.097,22,reviewed,nc,nc
2016-06-29T14:15:17.350Z,35.0032,-97.7854,5,2.8,mb_lg,,102,0.368,0.46,us,us200067yi,2016-06-29T14:31:32.495Z,"14km ESE of Chickasha, Oklahoma",earthquake,1.7,1.8,0.061,70,reviewed,us,us
2016-06-29T13:24:32.130Z,33.7958,35.3137,13.89,3.7,mb,,108,2.01,0.82,us,us10005yg6,2016-06-29T21:05:05.212Z,"19km WSW of Beirut, Lebanon",earthquake,5.8,7.4,0.356,2,reviewed,us,us
2016-06-29T12:25:44.000Z,54.7292,-161.7761,46,4.8,ml,,,,0.9,ak,ak13732334,2016-06-29T16:30:59.000Z,"79km SE of Cold Bay, Alaska",earthquake,0.7,0.4,,,reviewed,ak,ak
2016-06-29T11:40:24.000Z,57.0853,-157.517,2.8,2.5,ml,,,,0.96,ak,ak13732324,2016-06-29T12:05:25.966Z,"119km NE of Chignik Lake, Alaska",earthquake,0.9,0.3,,,automatic,ak,ak
2016-06-29T11:19:49.000Z,59.6872,-151.584,47.2,2.6,ml,,,,0.63,ak,ak13732284,2016-06-29T11:39:11.421Z,"1km NW of Diamond Ridge, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-06-29T11:17:37.650Z,-19.8586,-11.8531,10,5.1,mb,,51,27.223,0.78,us,us200067xt,2016-06-29T11:37:18.742Z,"Southern Mid-Atlantic Ridge",earthquake,11.6,1.9,0.08,50,reviewed,us,us
2016-06-29T11:07:08.450Z,-19.8458,-11.984,10,5.2,mb,,44,27.268,1.08,us,us200067xj,2016-06-29T11:26:41.632Z,"Southern Mid-Atlantic Ridge",earthquake,11.7,1.9,0.063,84,reviewed,us,us
2016-06-29T10:39:14.300Z,18.9759,-65.489,67,2.7,Md,5,248.4,0.69170277,0.4,pr,pr16181002,2016-06-29T11:30:36.360Z,"70km NNE of Luquillo, Puerto Rico",earthquake,8.5,11.8,0,4,reviewed,pr,pr
2016-06-29T10:08:13.000Z,57.1672,-157.7518,0.5,2.6,ml,,,,0.85,ak,ak13732261,2016-06-29T10:30:34.853Z,"118km NNE of Chignik Lake, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-06-29T09:58:57.330Z,-12.902,-14.6909,10,5.1,mb,,68,4.948,0.79,us,us200067xa,2016-06-29T10:14:29.243Z,"Southern Mid-Atlantic Ridge",earthquake,11.4,1.9,0.05,129,reviewed,us,us
2016-06-29T09:10:47.000Z,60.0608,-152.9747,112.2,2.8,ml,,,,0.48,ak,ak13732224,2016-06-29T09:34:27.573Z,"49km SSW of Redoubt Volcano, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-06-29T09:10:29.070Z,29.5713,81.1828,9.07,4.6,mb,,77,10.274,0.65,us,us200067x7,2016-06-29T10:06:45.661Z,"41km NE of Dipayal, Nepal",earthquake,10.3,1.5,0.091,36,reviewed,us,us
2016-06-29T08:37:22.280Z,56.3482,-161.777,189.38,5.3,mb,,31,1.241,1.3,us,us200067vg,2016-06-29T16:25:03.000Z,"138km NW of Sand Point, Alaska",earthquake,6.5,4.7,0.021,760,reviewed,us,us
2016-06-29T08:20:23.000Z,53.627,-165.4591,48.1,2.7,ml,,,,0.37,ak,ak13732140,2016-06-29T17:32:11.540Z,"60km SSE of Akutan, Alaska",earthquake,1.3,1.1,,,reviewed,ak,ak
2016-06-29T08:08:14.710Z,39.4505,73.3691,10,5.1,mb,,70,1.211,1.46,us,us200067va,2016-06-29T08:26:24.460Z,"32km SSE of Sary-Tash, Kyrgyzstan",earthquake,5.7,1.7,0.039,211,reviewed,us,us
2016-06-29T07:59:05.680Z,36.2839,-97.5178,4.64,3.2,mb_lg,,48,0.208,0.22,us,us200067v8,2016-06-29T08:18:24.836Z,"20km W of Perry, Oklahoma",earthquake,0.9,7.8,0.052,95,reviewed,us,us
2016-06-29T05:37:19.000Z,51.601,-177.5953,61.3,2.5,ml,,,,0.26,ak,ak13732117,2016-06-29T17:32:18.043Z,"49km SE of Tanaga Volcano, Alaska",earthquake,1.7,0.5,,,reviewed,ak,ak
2016-06-29T04:52:08.000Z,52.0383,-176.8533,86.5,2.8,ml,,,,0.55,ak,ak13732114,2016-06-29T17:17:53.951Z,"22km NW of Adak, Alaska",earthquake,2.1,0.3,,,reviewed,ak,ak
2016-06-29T03:20:50.500Z,19.065,-66.9745,62,2.8,Md,6,288,0.71955054,0.2,pr,pr16181001,2016-06-29T07:57:56.419Z,"62km N of Isabela, Puerto Rico",earthquake,1.6,3.1,0,4,reviewed,pr,pr
2016-06-29T02:05:45.700Z,-61.6388,155.9184,10,4.6,mb,,135,7.338,0.47,us,us200067ti,2016-06-29T04:11:44.505Z,"Balleny Islands region",earthquake,10.6,1.9,0.141,15,reviewed,us,us
2016-06-29T01:39:54.300Z,18.8551,-67.3912,20,2.8,Md,8,280.8,0.4761071,0.18,pr,pr16181000,2016-06-29T05:06:07.825Z,"50km NW of San Antonio, Puerto Rico",earthquake,1,17,0,5,reviewed,pr,pr
2016-06-29T00:50:08.910Z,35.1143333,-118.6746667,9.38,2.92,ml,55,25,0.117,0.21,ci,ci37615896,2016-06-29T17:08:17.650Z,"18km SE of Arvin, CA",earthquake,0.19,0.56,0.153,161,reviewed,ci,ci
2016-06-28T23:50:59.750Z,-21.1679,-68.7088,126.51,4,mb,,47,1.103,0.86,us,us200067s4,2016-06-29T01:00:55.989Z,"145km N of Calama, Chile",earthquake,6.1,8.5,0.212,6,reviewed,us,us
2016-06-28T23:36:50.020Z,16.476,-97.9403,10,4.5,mb,,179,1.235,1.03,us,us200067sc,2016-06-29T00:47:46.514Z,"7km NNW of Pinotepa de Don Luis, Mexico",earthquake,3.7,2,0.042,165,reviewed,us,us
2016-06-28T23:07:29.230Z,-30.3572,-71.7324,29.21,4.9,mb,,84,0.326,0.94,us,us200067rb,2016-06-28T23:27:53.969Z,"57km WNW of Ovalle, Chile",earthquake,4.5,4.7,0.079,50,reviewed,us,us
2016-06-28T22:57:53.810Z,39.5372,73.2365,10,4.4,mb,,156,1.109,1.41,us,us200067r6,2016-06-28T23:15:18.708Z,"21km S of Sary-Tash, Kyrgyzstan",earthquake,6.4,1.9,0.134,16,reviewed,us,us
2016-06-28T22:46:47.020Z,-14.6922,166.4374,10,5.8,mww,,24,6.099,1.09,us,us200067r2,2016-06-29T15:17:39.040Z,"76km WNW of Port-Olry, Vanuatu",earthquake,8,1.8,,,reviewed,us,us
